,TRAVELER_ID,GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,MONTH,SEASON,HOW_LONG
271,g003513,여,20,1,3,4,1,2,서울특별시,전북,부모 동반 여행,1,2,7,summer,2
272,h004621,여,20,1,12,2,6,4,부산광역시,제주,나홀로 여행,1,0,8,summer,2
273,h001831,남,30,1,13,8,3,1,제주특별자치도,제주,2인 여행(가족 외),3,1,7,summer,1
274,h005177,여,30,1,12,1,4,4,강원도,제주,2인 여행(가족 외),1,1,8,summer,3
275,h000584,여,40,1,3,6,3,4,서울특별시,제주,나홀로 여행,7,0,6,summer,8
276,h002379,여,20,1,4,4,4,4,충청북도,제주,2인 여행(가족 외),7,1,7,summer,5
277,h002293,여,20,1,2,5,1,2,경기도,제주,2인 여행(가족 외),1,1,7,summer,4
278,e000632,여,60,3,2,5,1,2,경기도,서울,나홀로 여행,8,0,6,summer,1
279,f001215,남,20,1,12,5,1,4,경기도,경남,나홀로 여행,6,0,6,summer,3
280,g002960,여,20,1,2,4,3,3,대전광역시,전남,2인 여행(가족 외),3,1,6,summer,2
281,h001724,남,30,1,2,5,1,5,제주특별자치도,제주,나홀로 여행,4,0,7,summer,3
282,e000443,여,40,1,3,9,2,3,서울특별시,인천,3인 이상 여행(가족 외),6,5,6,summer,1
283,h001032,여,40,1,3,4,6,3,부산광역시,제주,2인 여행(가족 외),1,1,7,summer,3
284,h000599,여,50,2,4,4,1,2,충청남도,제주,2인 가족 여행,6,1,6,summer,5
285,g001125,남,40,1,2,5,1,5,인천광역시,전북,2인 여행(가족 외),3,1,5,spring,2
286,h005713,여,30,2,11,1,5,4,서울특별시,제주,자녀 동반 여행,3,2,8,summer,5
287,f002910,여,30,1,2,4,5,2,대구광역시,경북,3인 이상 여행(가족 외),3,2,6,summer,2
288,f002706,남,20,1,4,1,1,7,대구광역시,부산,2인 여행(가족 외),2,1,6,summer,1
289,e003005,남,60,2,13,1,8,1,서울특별시,경기,2인 여행(가족 외),2,1,6,summer,2
290,h000070,여,30,1,3,4,5,4,경상남도,제주,나홀로 여행,1,0,5,spring,3
291,h001874,여,40,2,4,2,4,1,제주특별자치도,제주,자녀 동반 여행,9,3,7,summer,3
292,h000258,남,40,2,3,6,3,1,서울특별시,제주,3인 이상 여행(가족 외),3,3,5,spring,3
293,h000222,여,30,1,13,1,1,2,광주광역시,제주,2인 여행(가족 외),2,1,5,spring,4
294,h000557,여,20,1,2,5,2,2,서울특별시,제주,나홀로 여행,2,0,6,summer,3
295,h004215,여,30,1,1,5,5,4,서울특별시,제주,2인 여행(가족 외),3,1,9,autumn,3
296,g005196,남,20,1,12,2,4,2,경상북도,전남,부모 동반 여행,2,4,8,summer,2
297,e000736,여,40,2,3,7,4,6,서울특별시,경기,자녀 동반 여행,7,3,5,spring,2
298,h000313,여,40,2,13,3,1,2,제주특별자치도,제주,3인 이상 여행(가족 외),1,2,6,summer,2
299,e001431,여,30,1,2,4,3,2,경기도,인천,부모 동반 여행,9,3,6,summer,1
300,f004983,여,30,1,3,4,8,4,경기도,강원,2인 여행(가족 외),1,1,8,summer,2
301,f000439,여,50,2,3,4,2,1,서울특별시,강원,자녀 동반 여행,8,3,5,spring,3
302,h002283,남,20,1,4,3,1,2,제주특별자치도,제주,2인 여행(가족 외),2,1,7,summer,2
303,e002734,여,20,1,12,3,1,1,서울특별시,인천,2인 여행(가족 외),2,1,6,summer,2
304,f002125,남,50,2,3,7,3,1,대전광역시,경남,자녀 동반 여행,2,2,6,summer,2
305,h004877,여,30,2,3,3,1,2,제주특별자치도,제주,부모 동반 여행,3,5,8,summer,1
306,h001127,여,30,1,12,2,5,4,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,5
307,h002550,여,30,2,3,4,5,5,서울특별시,제주,2인 가족 여행,1,1,8,summer,4
308,f001609,남,40,2,1,7,1,5,경상남도,부산,나홀로 여행,2,0,5,spring,3
309,h004179,남,30,1,9,4,1,3,충청남도,제주,2인 여행(가족 외),3,1,8,summer,3
310,h004327,여,20,1,2,4,3,2,경기도,제주,2인 여행(가족 외),1,1,8,summer,4
311,h001617,남,20,1,12,2,3,3,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,3
312,h002251,여,50,2,2,2,1,3,전라북도,제주,2인 가족 여행,2,1,7,summer,4
313,h004361,남,20,1,2,7,1,1,전라북도,제주,나홀로 여행,2,0,8,summer,5
314,f003341,남,30,1,3,4,1,2,경상남도,경남,나홀로 여행,2,0,6,summer,1
315,h004105,여,30,2,12,1,1,2,인천광역시,제주,2인 가족 여행,2,1,8,summer,4
316,e000588,여,40,1,3,4,4,4,서울특별시,인천,2인 여행(가족 외),7,1,5,spring,2
317,h006635,남,50,2,2,4,1,2,제주특별자치도,제주,자녀 동반 여행,6,2,9,autumn,1
318,h001025,남,50,2,3,6,1,1,서울특별시,제주,자녀 동반 여행,7,2,6,summer,3
319,h003036,남,20,1,3,4,2,3,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,4
320,g004797,여,20,1,3,4,4,2,인천광역시,충남,3인 이상 여행(가족 외),1,2,8,summer,2
321,g000416,여,40,2,2,6,2,2,경기도,전북,2인 가족 여행,2,1,5,spring,3
322,h001398,남,50,2,5,1,1,4,대구광역시,제주,자녀 동반 여행,7,4,7,summer,4
323,e000866,여,20,1,4,3,5,2,서울특별시,경기,2인 여행(가족 외),2,1,5,spring,2
324,h004402,여,30,1,2,4,1,2,제주특별자치도,제주,2인 여행(가족 외),2,1,8,summer,1
325,h006494,여,50,2,2,4,5,2,제주특별자치도,제주,2인 가족 여행,2,1,9,autumn,1
326,h002498,남,30,2,9,3,2,4,제주특별자치도,제주,자녀 동반 여행,2,2,7,summer,2
327,h002899,남,30,2,2,6,1,4,서울특별시,제주,부모 동반 여행,1,2,9,autumn,3
328,h005271,여,20,1,2,4,2,4,경상남도,제주,2인 여행(가족 외),3,1,8,summer,5
329,h001089,여,30,2,3,2,3,4,대구광역시,제주,2인 가족 여행,2,1,6,summer,3
330,h002263,여,30,1,3,4,3,3,충청남도,제주,나홀로 여행,1,0,7,summer,4
331,f012746,여,20,1,3,4,6,7,울산광역시,도서 지역,2인 여행(가족 외),2,1,8,summer,2
332,g002266,여,20,1,12,2,1,3,경상남도,전남,2인 여행(가족 외),1,1,6,summer,2
333,h000486,여,40,2,5,1,1,6,서울특별시,제주,3인 이상 여행(가족 외),2,2,6,summer,2
334,h004845,남,20,1,12,1,2,1,서울특별시,제주,3인 이상 여행(가족 외),6,4,8,summer,3
335,h000753,여,40,2,3,4,1,3,경기도,제주,3대 동반 여행(친척 포함),3,4,6,summer,3
336,h001282,여,40,2,5,4,1,5,광주광역시,제주,2인 여행(가족 외),5,1,6,summer,3
337,h005459,여,30,1,2,4,4,3,서울특별시,제주,2인 여행(가족 외),6,1,8,summer,5
338,h002631,남,20,1,3,4,2,3,충청북도,제주,2인 여행(가족 외),7,1,7,summer,4
339,h000614,여,50,2,3,5,1,1,경기도,제주,자녀 동반 여행,3,3,6,summer,4
340,f003391,여,30,1,3,4,4,3,경상남도,부산,2인 여행(가족 외),2,1,6,summer,1
341,h001477,여,30,1,3,4,5,3,대전광역시,제주,2인 여행(가족 외),3,1,7,summer,4
342,g002243,남,50,2,8,5,2,4,광주광역시,전남,자녀 동반 여행,2,3,6,summer,2
343,h000228,남,60,2,13,5,2,1,광주광역시,제주,2인 가족 여행,3,1,5,spring,5
344,g003620,여,30,1,13,1,3,2,광주광역시,전남,부모 동반 여행,2,2,7,summer,2
345,e004034,여,30,1,13,1,2,4,경기도,인천,부모 동반 여행,1,3,7,summer,2
346,h005596,여,40,1,4,4,1,3,제주특별자치도,제주,나홀로 여행,4,0,9,autumn,1
347,e003685,여,50,2,11,3,1,2,경기도,경기,2인 가족 여행,1,1,7,summer,1
348,f001783,여,40,3,2,6,2,3,부산광역시,경남,2인 여행(가족 외),2,1,5,spring,2
349,h002356,여,20,1,13,4,1,3,경기도,제주,2인 여행(가족 외),2,1,7,summer,5
350,f004425,여,30,1,13,1,3,4,서울특별시,강원,2인 여행(가족 외),1,1,7,summer,2
351,h002502,여,30,1,2,3,1,2,대구광역시,제주,2인 여행(가족 외),9,1,7,summer,3
352,h000126,여,20,1,4,4,6,4,경기도,제주,2인 가족 여행,3,1,5,spring,4
353,h001468,남,40,2,2,6,1,2,제주특별자치도,제주,2인 가족 여행,2,1,6,summer,2
354,h003556,여,20,1,3,4,4,2,서울특별시,제주,부모 동반 여행,1,3,8,summer,3
355,h001208,여,20,1,2,4,8,4,서울특별시,제주,3인 이상 여행(가족 외),2,2,6,summer,4
356,g000575,여,30,2,2,5,10,3,울산광역시,충북,3인 이상 여행(가족 외),2,5,5,spring,2
357,e010251,여,50,2,12,6,2,2,서울특별시,인천,자녀 동반 여행,1,3,8,summer,1
358,g003319,여,50,4,2,3,3,1,경기도,충남,3인 이상 여행(가족 외),3,3,7,summer,2
359,h001513,남,20,1,2,5,6,5,충청남도,제주,나홀로 여행,2,0,7,summer,4
360,e003812,여,30,1,3,4,2,1,광주광역시,경기,나홀로 여행,7,0,7,summer,2
361,h000665,여,50,1,2,5,6,2,경상남도,도서 지역,3인 이상 여행(가족 외),7,3,6,summer,4
362,h001700,여,40,2,13,5,6,3,경기도,제주,3인 이상 여행(가족 외),9,2,7,summer,3
363,g002249,여,40,2,3,2,2,1,서울특별시,충남,자녀 동반 여행,3,1,6,summer,2
364,f003253,여,60,2,4,5,1,7,경상남도,경남,자녀 동반 여행,2,2,6,summer,1
365,h006491,남,30,2,13,6,3,2,제주특별자치도,제주,2인 가족 여행,3,1,9,autumn,1
366,e005709,남,50,2,3,3,1,2,서울특별시,경기,3인 이상 여행(가족 외),2,2,7,summer,3
367,e003450,여,50,1,3,5,1,5,경기도,도서 지역,부모 동반 여행,3,2,6,summer,2
368,e001481,여,20,1,12,1,1,2,대구광역시,경기,2인 가족 여행,2,1,5,spring,4
369,h006620,여,30,1,13,3,2,2,제주특별자치도,제주,2인 여행(가족 외),5,1,9,autumn,1
370,h005501,남,30,1,4,4,4,3,경기도,제주,3인 이상 여행(가족 외),2,3,8,summer,4
371,g003175,남,50,2,7,7,1,1,전라남도,전남,자녀 동반 여행,2,1,7,summer,2
372,g002226,남,20,1,7,4,1,1,전라남도,전남,2인 여행(가족 외),3,1,6,summer,2
373,h003019,여,20,1,3,4,4,2,서울특별시,제주,나홀로 여행,2,0,8,summer,3
374,h002476,남,40,2,4,4,2,4,충청남도,제주,자녀 동반 여행,7,3,8,summer,4
375,e002686,남,30,2,2,5,5,4,경기도,경기,자녀 동반 여행,2,2,6,summer,1
376,h002302,여,20,1,3,4,2,4,경상남도,제주,2인 여행(가족 외),1,1,7,summer,5
377,h000481,여,20,1,3,4,3,3,부산광역시,제주,나홀로 여행,4,0,6,summer,3
378,f004670,여,30,1,4,4,4,4,충청북도,강원,부모 동반 여행,3,2,7,summer,2
379,h003684,남,30,1,4,4,10,7,경기도,제주,부모 동반 여행,9,5,8,summer,5
380,h002941,남,20,1,7,4,3,4,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,3
381,f000854,여,20,1,3,1,4,5,서울특별시,부산,나홀로 여행,1,0,6,summer,3
382,h002913,여,30,1,2,4,2,1,제주특별자치도,제주,2인 여행(가족 외),7,1,8,summer,3
383,f005568,남,20,1,2,4,4,2,서울특별시,부산,2인 여행(가족 외),1,1,8,summer,2
384,h006626,남,20,2,2,6,2,3,제주특별자치도,제주,2인 여행(가족 외),3,1,9,autumn,1
385,f000906,여,40,2,2,2,1,1,경상북도,경북,나홀로 여행,7,0,5,spring,1
386,h004208,여,40,2,13,2,3,1,대구광역시,제주,자녀 동반 여행,2,1,8,summer,3
387,g003699,남,20,1,13,3,1,1,전라북도,전남,나홀로 여행,2,0,7,summer,2
388,h004876,여,20,1,2,6,1,1,경기도,제주,2인 여행(가족 외),9,1,9,autumn,4
389,h004211,남,30,1,3,4,1,2,광주광역시,제주,2인 여행(가족 외),3,1,8,summer,3
390,h000647,여,20,1,12,1,1,1,전라북도,도서 지역,나홀로 여행,1,0,7,summer,3
391,h001954,여,20,1,12,1,3,4,제주특별자치도,제주,나홀로 여행,4,0,7,summer,1
392,h003057,남,20,1,12,1,6,5,경상북도,제주,2인 여행(가족 외),1,1,8,summer,4
393,e003136,여,40,1,4,4,2,2,경기도,경기,2인 여행(가족 외),5,1,6,summer,2
394,g002525,여,50,2,11,2,2,3,서울특별시,충남,자녀 동반 여행,2,2,7,summer,1
395,h005857,남,30,1,3,4,1,4,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,3
396,h001681,여,30,1,12,4,10,1,제주특별자치도,제주,나홀로 여행,4,0,6,summer,3
397,h006472,남,30,2,3,1,10,4,제주특별자치도,제주,2인 가족 여행,3,1,9,autumn,1
398,h000085,여,30,1,2,4,2,2,제주특별자치도,제주,나홀로 여행,10,0,5,spring,3
399,h000884,여,30,2,11,1,2,7,대전광역시,제주,자녀 동반 여행,3,3,6,summer,5
400,f002124,여,40,2,3,5,10,2,서울특별시,부산,2인 가족 여행,3,1,5,spring,2
401,g004558,여,40,2,4,4,1,1,경상남도,전남,3인 이상 여행(가족 외),2,3,8,summer,2
402,e003785,여,20,1,12,1,4,2,서울특별시,경기,3인 이상 여행(가족 외),3,3,6,summer,2
403,h001076,여,30,2,3,1,1,4,인천광역시,제주,자녀 동반 여행,2,4,6,summer,3
404,e001946,남,40,2,3,5,2,2,경기도,인천,나홀로 여행,4,0,6,summer,1
405,e003748,남,20,1,13,3,2,6,서울특별시,인천,나홀로 여행,2,0,6,summer,2
406,f006011,여,30,1,2,6,6,2,경기도,강원,부모 동반 여행,1,2,8,summer,2
407,h000619,여,30,1,12,2,1,4,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3
408,e003606,여,20,1,4,4,1,1,경기도,인천,3인 이상 여행(가족 외),7,5,6,summer,2
409,h000520,여,50,2,3,1,1,3,대구광역시,제주,자녀 동반 여행,3,1,6,summer,3
410,h003675,여,20,1,12,2,1,5,서울특별시,제주,나홀로 여행,2,0,8,summer,3
411,h000342,여,50,2,2,1,3,2,서울특별시,제주,3대 동반 여행(친척 포함),1,5,5,spring,4
412,g000737,남,20,2,2,4,2,2,전라북도,전남,자녀 동반 여행,3,8,6,summer,2
413,f001063,남,60,3,13,3,1,1,서울특별시,경남,자녀 동반 여행,7,1,5,spring,3
414,h001036,여,30,2,3,4,6,1,서울특별시,제주,3인 이상 여행(가족 외),3,6,6,summer,3
415,f004454,여,30,1,12,1,2,4,전라남도,경남,2인 가족 여행,3,1,7,summer,2
416,e000574,여,30,2,3,4,4,2,경기도,인천,2인 여행(가족 외),2,1,6,summer,2
417,h006536,남,30,1,4,5,3,1,제주특별자치도,제주,나홀로 여행,2,0,9,autumn,1
418,h001168,여,20,1,12,1,3,6,경기도,제주,2인 여행(가족 외),5,1,6,summer,4
419,h003148,남,20,1,3,5,4,4,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,4
420,h001520,여,40,2,3,4,4,2,대구광역시,제주,2인 가족 여행,7,1,7,summer,4
421,f001721,남,20,1,3,5,1,4,대구광역시,울산,나홀로 여행,2,0,5,spring,2
422,h000147,남,50,2,2,6,3,2,제주특별자치도,제주,2인 가족 여행,2,1,6,summer,3
423,g000523,여,40,2,2,3,5,4,울산광역시,전북,자녀 동반 여행,8,4,5,spring,3
424,h004242,여,20,1,2,6,4,3,서울특별시,제주,2인 가족 여행,2,1,8,summer,3
425,h003920,여,20,1,2,5,2,1,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,3
426,h000714,여,20,1,3,4,1,1,인천광역시,도서 지역,부모 동반 여행,6,3,6,summer,4
427,f000590,여,30,1,3,4,7,1,전라남도,경남,2인 여행(가족 외),1,1,5,spring,2
428,h001301,여,30,1,2,5,2,4,서울특별시,제주,2인 여행(가족 외),3,1,7,summer,3
429,h001214,여,30,1,2,4,2,3,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,2
430,h003120,남,20,1,3,5,4,3,광주광역시,제주,나홀로 여행,1,0,8,summer,4
431,h001504,여,40,2,3,8,1,2,인천광역시,제주,나홀로 여행,6,0,7,summer,4
432,f001543,여,30,1,3,5,4,5,서울특별시,강원,3인 이상 여행(가족 외),1,3,5,spring,2
433,g004347,남,40,2,8,4,1,4,광주광역시,전남,3인 이상 여행(가족 외),3,2,8,summer,2
434,h002087,남,20,1,12,1,3,1,경기도,제주,2인 여행(가족 외),3,1,7,summer,3
435,h000500,남,30,1,4,4,6,4,대구광역시,제주,2인 여행(가족 외),3,1,6,summer,3
436,e005399,남,30,1,2,5,6,4,경기도,인천,2인 여행(가족 외),3,1,8,summer,2
437,f001309,여,40,2,11,1,2,4,서울특별시,강원,자녀 동반 여행,2,3,5,spring,3
438,e005249,남,20,2,3,5,3,2,경기도,도서 지역,2인 가족 여행,7,1,7,summer,3
439,e002612,여,20,1,2,5,1,5,경기도,인천,나홀로 여행,2,0,6,summer,2
440,g003607,여,20,2,11,1,6,2,경기도,전남,2인 가족 여행,1,1,7,summer,2
441,h000807,남,40,1,5,2,3,3,인천광역시,제주,부모 동반 여행,3,2,6,summer,4
442,h000615,남,30,2,2,7,6,2,서울특별시,제주,2인 가족 여행,1,1,6,summer,5
443,h002244,여,30,1,2,5,4,1,서울특별시,도서 지역,나홀로 여행,4,0,7,summer,3
444,g002174,여,30,2,3,4,1,1,경기도,충남,2인 가족 여행,9,1,6,summer,2
445,h000833,여,30,2,3,3,1,2,경기도,제주,3대 동반 여행(친척 포함),1,4,6,summer,4
446,e002947,여,30,2,11,1,1,6,서울특별시,인천,3인 이상 여행(가족 외),2,2,6,summer,2
447,h002530,여,40,2,3,4,4,4,광주광역시,제주,2인 여행(가족 외),2,1,8,summer,4
448,h006568,여,50,2,4,6,3,3,제주특별자치도,제주,자녀 동반 여행,10,3,9,autumn,1
449,g003010,여,40,1,3,4,3,1,경상남도,전남,나홀로 여행,1,0,6,summer,1
450,h006691,남,30,1,2,4,4,4,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1
451,h004756,여,20,1,4,3,1,1,경상남도,제주,나홀로 여행,1,0,8,summer,4
452,g000431,남,40,1,3,4,3,4,경기도,충북,2인 여행(가족 외),6,1,5,spring,2
453,h006477,남,30,2,3,4,3,1,제주특별자치도,제주,자녀 동반 여행,3,3,9,autumn,1
454,g005106,남,40,1,5,4,2,2,서울특별시,충남,2인 여행(가족 외),3,1,8,summer,3
455,e002680,여,20,1,12,1,3,4,서울특별시,인천,2인 여행(가족 외),1,1,6,summer,2
456,h000895,남,30,1,3,5,5,4,서울특별시,제주,부모 동반 여행,3,2,6,summer,3
457,h003195,여,20,1,5,3,2,1,인천광역시,제주,2인 여행(가족 외),1,1,9,autumn,4
458,h001338,여,20,1,12,1,1,2,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,3
459,h003567,남,30,1,12,2,6,4,충청북도,제주,2인 여행(가족 외),3,1,8,summer,5
460,h006413,여,30,1,4,4,1,3,인천광역시,도서 지역,나홀로 여행,4,0,9,autumn,2
461,g002092,여,30,1,2,4,1,3,대구광역시,전남,2인 여행(가족 외),3,1,6,summer,2
462,g003033,여,30,2,3,4,3,6,충청남도,충남,자녀 동반 여행,3,4,6,summer,2
463,h000078,여,40,2,2,4,4,6,제주특별자치도,제주,3인 이상 여행(가족 외),3,4,6,summer,1
464,h001082,남,20,1,4,4,1,3,경기도,제주,나홀로 여행,2,0,6,summer,4
465,e002688,남,50,2,11,1,2,2,울산광역시,서울,자녀 동반 여행,7,1,6,summer,1
466,h000581,여,40,2,3,1,1,2,경상남도,제주,자녀 동반 여행,1,2,6,summer,3
467,h003576,남,20,1,2,4,1,1,부산광역시,제주,2인 가족 여행,3,1,8,summer,3
468,e002941,여,30,1,2,4,1,3,경기도,경기,2인 여행(가족 외),3,1,6,summer,1
469,h000869,남,40,2,3,5,4,5,대구광역시,제주,자녀 동반 여행,2,3,6,summer,3
470,h005232,여,30,2,9,3,1,3,부산광역시,도서 지역,자녀 동반 여행,9,3,8,summer,2
471,h000866,남,20,1,12,1,1,4,서울특별시,제주,3인 이상 여행(가족 외),1,8,6,summer,3
472,h004415,남,20,1,13,3,6,4,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,4
473,h004796,남,20,1,2,4,2,3,인천광역시,제주,부모 동반 여행,2,3,9,autumn,2
474,h003346,여,20,1,12,2,1,6,충청북도,제주,3인 이상 여행(가족 외),7,2,8,summer,3
475,g002184,여,40,2,4,2,1,2,경기도,전북,자녀 동반 여행,3,1,6,summer,2
476,f005555,여,20,1,13,4,1,6,서울특별시,강원,부모 동반 여행,9,3,8,summer,2
477,h002820,여,20,1,4,4,1,4,서울특별시,제주,부모 동반 여행,3,3,8,summer,4
478,e002155,여,40,1,2,5,1,2,서울특별시,인천,나홀로 여행,7,0,6,summer,2
479,h000001,여,50,2,4,5,1,4,서울특별시,제주,자녀 동반 여행,2,2,4,spring,4
480,h003389,여,50,2,3,4,7,6,서울특별시,제주,자녀 동반 여행,2,4,8,summer,3
481,h001192,여,20,1,12,2,2,2,부산광역시,제주,나홀로 여행,2,0,6,summer,6
482,h005141,여,20,1,2,3,2,4,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1
483,f005335,남,30,1,3,6,6,3,서울특별시,강원,2인 여행(가족 외),1,1,8,summer,2
484,h006612,남,50,1,4,6,3,5,제주특별자치도,제주,2인 여행(가족 외),1,1,9,autumn,1
485,h003355,남,30,1,12,2,1,5,서울특별시,제주,부모 동반 여행,2,3,8,summer,3
486,f001893,여,30,1,3,5,1,2,전라북도,경남,부모 동반 여행,3,2,5,spring,1
487,h001582,남,20,1,2,1,3,1,서울특별시,제주,나홀로 여행,2,0,6,summer,3
488,h004108,여,20,1,2,5,4,2,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,3
489,h006558,남,40,2,3,7,1,4,제주특별자치도,제주,나홀로 여행,6,0,9,autumn,1
490,f016350,여,50,2,3,6,2,2,경기도,도서 지역,2인 가족 여행,5,1,9,autumn,1
491,h002090,남,20,1,7,6,1,4,울산광역시,제주,2인 여행(가족 외),2,1,7,summer,4
492,h002665,여,20,1,7,4,2,6,인천광역시,제주,2인 여행(가족 외),3,1,8,summer,4
493,h001603,여,20,1,3,4,4,3,경기도,제주,2인 여행(가족 외),7,1,7,summer,3
494,f007097,남,40,2,3,5,3,7,경기도,강원,2인 가족 여행,3,1,8,summer,2
495,f004172,남,40,2,4,4,2,2,부산광역시,경북,자녀 동반 여행,2,2,7,summer,2
496,h005221,여,20,1,3,4,3,3,서울특별시,제주,나홀로 여행,2,0,8,summer,3
497,g006514,여,50,2,3,3,3,1,광주광역시,도서 지역,나홀로 여행,1,0,8,summer,3
498,e013125,남,50,2,3,6,2,2,경기도,도서 지역,2인 가족 여행,3,1,9,autumn,1
499,h006643,남,30,2,3,5,1,3,제주특별자치도,제주,자녀 동반 여행,1,2,9,autumn,1
500,h001057,남,30,1,4,3,1,4,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,3
501,h005136,여,20,1,12,2,5,5,서울특별시,제주,3인 이상 여행(가족 외),1,2,8,summer,4
502,e001112,여,40,2,2,3,5,1,서울특별시,경기,자녀 동반 여행,1,3,5,spring,2
503,h003190,여,20,1,3,4,3,2,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,3
504,f002566,남,40,1,2,5,6,1,경기도,대구,나홀로 여행,2,0,6,summer,2
